0.0028600692749023438,0
0.10721683502197266,0
0.21031951904296875,0
0.3118326663970947,0
0.4158945083618164,0
0.519240140914917,0
0.622570276260376,0
0.7254769802093506,0
0.8264060020446777,0
0.9293529987335205,0
1.0322964191436768,1
1.13523268699646,1
1.238112211227417,1
1.3389060497283936,1
1.442276954650879,1
1.5460150241851807,1
1.649648666381836,1
1.7532215118408203,1
1.8544929027557373,1
1.95820951461792,1
2.0612499713897705,2
2.164144277572632,2
2.2675745487213135,2
2.368459939956665,2
2.4720544815063477,2
2.5769150257110596,2
2.6799678802490234,2
2.7872071266174316,2
2.8883426189422607,2
2.9918291568756104,2
3.0954182147979736,3
3.1988203525543213,3
3.300382137298584,3
3.4039840698242188,3
3.5071771144866943,3
3.6100151538848877,3
3.7131617069244385,3
3.8141493797302246,3
3.91812801361084,3
4.021426200866699,4
4.124477386474609,4
4.2283570766448975,4
4.329186677932739,4
4.432571172714233,4
4.53610634803772,4
4.639899253845215,4
4.742275714874268,4
4.847394943237305,4
4.952014207839966,4
5.055105686187744,5
5.157803535461426,5
5.260720252990723,5
5.361977577209473,5
5.465423583984375,5
5.568509817123413,5
5.6719677448272705,5
5.775904178619385,5
5.877110481262207,5
5.981868505477905,5
